 1.0000E-01   6.012637768071281D+01   1.024359513563598D+02   3.564649497067924D+01   6.678945638568065D+01
 1.0500E-01   5.915498255299871D+01   1.000380111372445D+02   3.565357131471216D+01   6.438443982253239D+01
 1.2500E-01   5.603339065663919D+01   9.192367333279061D+01   3.635198755128489D+01   5.557168578150574D+01
 1.4000E-01   5.454477991353366D+01   8.731507141393246D+01   3.718762047521390D+01   5.012745093871850D+01
 1.5500E-01   5.358170038370484D+01   8.362831736720304D+01   3.819881012014214D+01   4.542950724706090D+01
 1.7500E-01   5.303925294085856D+01   7.996808592351816D+01   3.980488668670182D+01   4.016319923681640D+01
 2.0000E-01   5.346924835548577D+01   7.720778165874268D+01   4.217904298437337D+01   3.502873867436931D+01
 2.2000E-01   5.336439659393252D+01   7.520856782729594D+01   4.294409956841618D+01   3.226446825887972D+01
 2.5000E-01   4.962567429605374D+01   6.997754207106968D+01   3.935801149763744D+01   3.061953057343223D+01
 3.0000E-01   4.219083442524175D+01   6.098174346351186D+01   3.178341156264382D+01   2.919833190086804D+01
 3.1750E-01   3.970862720283365D+01   5.811908141792895D+01   2.916554781637268D+01   2.895353360155629D+01
 3.5000E-01   3.525739642996110D+01   5.313891859286073D+01   2.435871653957258D+01   2.878020205328816D+01
 4.0000E-01   2.980774873743776D+01   4.695115519059497D+01   1.850214784554646D+01   2.844900734504852D+01
 4.5000E-01   2.572808476124423D+01   4.218959772766551D+01   1.419163589454441D+01   2.799796183312109D+01
 5.3000E-01   2.145107216247328D+01   3.672431003048518D+01   1.006610972317026D+01   2.665820030731492D+01
 5.7000E-01   1.992752998601857D+01   3.461177508785138D+01   8.751126396839824D+00   2.586064869101156D+01
 6.5000E-01   1.757158658555837D+01   3.116179390075330D+01   6.871057653581873D+00   2.429073624717142D+01
 7.3000E-01   1.596727049956104D+01   2.858617282373235D+01   5.832094150245812D+00   2.275407867348654D+01
 8.5000E-01   1.420266958462282D+01   2.552977209964016D+01   4.946673907940399D+00   2.058309819169978D+01
 1.0000E+00   1.273308406985848D+01   2.269117282138344D+01   4.447186663705087D+00   1.824398615767835D+01
 1.1500E+00   1.152427434071610D+01   2.043249520081033D+01   3.978746966684951D+00   1.645374823412538D+01
 1.3000E+00   1.047731025919809D+01   1.859399752832547D+01   3.398496582822565D+00   1.519550094550290D+01
 1.3500E+00   1.011281393408727D+01   1.803321113978459D+01   3.190391627784877D+00   1.484281951199972D+01
 1.4000E+00   9.814354852681705D+00   1.751898715060284D+01   2.989474203653240D+00   1.452951294694960D+01
 1.5300E+00   8.995151529162051D+00   1.622815735918464D+01   2.475215118938767D+00   1.375294224024588D+01
 1.6500E+00   8.337077263690897D+00   1.518460405835495D+01   2.077337485393240D+00   1.310726657296171D+01
 1.8000E+00   7.582691033495472D+00   1.398368916703704D+01   1.659811546673615D+00   1.232387762036343D+01
 1.9000E+00   7.174401666825865D+00   1.330226327742446D+01   1.450789147599702D+00   1.185147412982476D+01
 2.0000E+00   6.739300255071479D+00   1.259813830314134D+01   1.247983204976757D+00   1.135015509816458D+01
 2.1500E+00   6.179076214136289D+00   1.163460393891112D+01   9.969560914000656D-01   1.063764784751105D+01
 2.2700E+00   5.780532015133135D+00   1.091670022168799D+01   8.345341896081672D-01   1.008216603207982D+01
 2.3500E+00   5.536838840809232D+00   1.048961510147956D+01   7.506474936341800D-01   9.738967607845375D+00
 2.5000E+00   5.107318333323824D+00   9.689147786252313D+00   6.315229827784933D-01   9.057624803473823D+00
 2.7500E+00   4.527097739163540D+00   8.537079244513311D+00   5.151072958819944D-01   8.021971948631320D+00
 2.9000E+00   4.205933627659482D+00   7.892184655010287D+00   4.614399423807642D-01   7.430744712629524D+00
 3.1000E+00   3.834706798505722D+00   7.134211684056043D+00   4.066046877192049D-01   6.727606996336837D+00
 3.3500E+00   3.420534819005323D+00   6.299162295816624D+00   3.485370608756518D-01   5.950625234940975D+00
 3.5000E+00   3.202966150026666D+00   5.857739301512214D+00   3.200333601899312D-01   5.537705941322282D+00
 3.7500E+00   2.862944705258516D+00   5.177045156872135D+00   2.792291386628928D-01   4.897816018209242D+00
 4.0000E+00   2.562473858622329D+00   4.575527477188779D+00   2.461010049785107D-01   4.329426472210270D+00
 4.5200E+00   2.054001220964587D+00   3.554866225320881D+00   1.974975717828294D-01   3.357368653538051D+00
 4.8000E+00   1.834715918741824D+00   3.118340216940848D+00   1.837137458490251D-01   2.934626471091823D+00
 5.0000E+00   1.695815432606777D+00   2.848105777202415D+00   1.773066861040496D-01   2.670799091098365D+00
 5.3000E+00   1.508216449740797D+00   2.487038886978800D+00   1.695875336523572D-01   2.317451353326442D+00
 5.6000E+00   1.339427601545248D+00   2.172921638155634D+00   1.593349441009639D-01   2.013586694054671D+00
 5.9000E+00   1.185658340995040D+00   1.895519352678490D+00   1.461642182024420D-01   1.749355134476049D+00
 6.7500E+00   8.277264027060215D-01   1.263811185167741D+00   1.236097556984145D-01   1.140201429469327D+00
 7.5500E+00   5.884822475501279D-01   8.279921925050268D-01   1.307677975871023D-01   6.972243949179244D-01
 8.2500E+00   1.116899275695155D+00   1.206006207522571D+00   8.478699712997193D-01   3.581362362228517D-01
