 1.0000E-01   7.119552530570957D+01   1.707017176201297D+02   4.189438353666443D+01   1.288073340834652D+02
 1.0500E-01   6.979334191673087D+01   1.637010952793213D+02   4.178907211819487D+01   1.219120231611264D+02
 1.2500E-01   6.539898740208949D+01   1.410048691763694D+02   4.212633618333622D+01   9.887853299303322D+01
 1.4000E-01   6.336844929647932D+01   1.284312878066359D+02   4.293918314135009D+01   8.549210466528581D+01
 1.5500E-01   6.219926918049727D+01   1.186387733296900D+02   4.413001029207719D+01   7.450876303761272D+01
 1.7500E-01   6.188369909357000D+01   1.090393601928619D+02   4.634534910231197D+01   6.269401109054995D+01
 2.0000E-01   6.333827345600658D+01   1.017529590085791D+02   5.005608924515330D+01   5.169686976342579D+01
 2.2000E-01   6.363843173860212D+01   9.724828866611570D+01   5.143146573177102D+01   4.581682293434468D+01
 2.5000E-01   5.860666772110766D+01   8.733360783051906D+01   4.715226165220181D+01   4.018134617831722D+01
 3.0000E-01   4.831441886446972D+01   7.119704260659718D+01   3.782608789697925D+01   3.337095470961793D+01
 3.1750E-01   4.492398669144457D+01   6.628813000034864D+01   3.472921148995056D+01   3.155891851039809D+01
 3.5000E-01   3.899143553642607D+01   5.801617669358430D+01   2.930196831210499D+01   2.871420838147935D+01
 4.0000E-01   3.214705278847089D+01   4.824181223429869D+01   2.317997922652357D+01   2.506183300777511D+01
 4.5000E-01   2.734172666202247D+01   4.120679306973302D+01   1.897501169545499D+01   2.223178137427803D+01
 5.3000E-01   2.225556489220685D+01   3.353297546897967D+01   1.489901413187372D+01   1.863396133710595D+01
 5.7000E-01   2.048404131613012D+01   3.070712433853556D+01   1.361249765025831D+01   1.709462668827725D+01
 6.5000E-01   1.797164879435243D+01   2.649410565984581D+01   1.189986150273577D+01   1.459424415711005D+01
 7.3000E-01   1.644474440984783D+01   2.342089272665844D+01   1.103943804516349D+01   1.238145468149494D+01
 8.5000E-01   1.495821689392538D+01   2.033123673298142D+01   1.023971635761780D+01   1.009152037536361D+01
 1.0000E+00   1.349113963443125D+01   1.780670353234151D+01   9.353321955835952D+00   8.453381576505556D+00
 1.1500E+00   1.218336311574442D+01   1.606493009360116D+01   8.420305701409911D+00   7.644624392191245D+00
 1.3000E+00   1.123427263159192D+01   1.514321924003586D+01   7.586016227352046D+00   7.557203012683814D+00
